x,unit_mean,unit_sem,top_neuron_mean,top_neuron_sem,bottom_neuron_mean,bottom_neuron_sem,selectivity_score
"(-0.001, 1.0]",0.01578666642308235,0.0001983889735943438,-0.2996294103130317,0.005453420463554277,0.2564362477384073,0.00470947684400118,0.33687043377968345
"(1.0, 2.0]",0.01576867327094078,0.00017060503334635893,-0.2961495192957396,0.004615939779132335,0.29854449298073243,0.003995597520821384,0.324398950565723
"(2.0, 4.0]",0.01833421364426613,0.00020246524630111208,-0.26953955559314474,0.004853088414215993,0.3278507734318245,0.004237660204597836,0.34069191621463496
"(4.0, 6.0]",0.021288391202688217,0.0002784266425750769,-0.280217812355351,0.005845984833925977,0.2992902465207008,0.005193345490482118,0.3648748327721397
"(6.0, 10.0]",0.034412872046232224,0.00032555163710900687,-0.17891797485645355,0.005105928884137395,0.2262702118140053,0.004781603473346934,0.4310406151225605
"(10.0, 15.0]",0.07567577064037323,0.0005592099164865391,0.10912467898597522,0.005922570207510099,-0.09443950846259065,0.00621812744545936,0.5767768280472692
"(15.0, 40.0]",0.09224774688482285,0.00030020237493896026,0.10374040044076425,0.0025831812415328123,-0.29403467212294576,0.0030833410580393974,0.6513819329338175
"(40.0, 100.0]",0.05600201338529587,0.0003415499090807074,0.01684764042061805,0.0036899656374455962,-0.40177593573801806,0.004167677670433423,0.548506690496663
"(100.0, 250.0]",0.04213742911815643,0.00043354283131453395,0.5349567787336946,0.007769631430588012,-0.0680209369610885,0.0079374401186493,0.5464150612286751
"(250.0, 1300.0]",0.03064548224210739,0.00022540220460859426,0.7782529703795237,0.004527696981253834,0.05406545514123421,0.0046633269549048294,0.49887175112506815
