x,unit_mean,unit_sem,top_neuron_mean,top_neuron_sem,bottom_neuron_mean,bottom_neuron_sem,selectivity_score
"(-0.001, 1.0]",0.3496166467666626,0.0004713411616371727,0.16462985085486462,0.004753019563254294,-0.26519501730145845,0.004355811257148742,0.5529122242068931
"(1.0, 2.0]",0.3467784821987152,0.0004078084793383535,0.132254614684972,0.004008750070570668,-0.2615329561090204,0.0036213480813724495,0.5547539399440239
"(2.0, 4.0]",0.3360094130039215,0.000481550644044343,0.07585729894956804,0.004174508912772447,-0.2400239841625669,0.0038676727840480656,0.5506132463480514
"(4.0, 6.0]",0.3308650851249695,0.000622855947079203,0.0769519359445788,0.005101112495061924,-0.2437570138285219,0.004765297001727629,0.5465859029775304
"(6.0, 10.0]",0.2963806390762329,0.0006681082957575582,0.01687570394256645,0.004546079941935329,-0.17568536540547633,0.004373492731573696,0.5349966446483565
"(10.0, 15.0]",0.18784557282924652,0.0008848308698134019,-0.15089410278741194,0.005523737163180511,-0.010098394955480627,0.005738922780186827,0.48656105198196875
"(15.0, 40.0]",0.12540265917778015,0.0003781475864250431,-0.23646075921589038,0.002811721045138991,0.11037840975474632,0.0030671274414753786,0.4251134970346999
"(40.0, 100.0]",0.10099250078201294,0.0005664267380186654,-0.4004856231988928,0.004160717666823516,0.3592908630028182,0.004749058569074661,0.3649264066753115
"(100.0, 250.0]",0.22260254621505737,0.0010909697197057922,0.2983579327662325,0.00968365999144229,0.15706890892570355,0.008824609747788259,0.49968721161874036
"(250.0, 1300.0]",0.28938376903533936,0.0004080639212166392,0.795780770625004,0.005902769695033333,0.36279761984553094,0.006307686328167281,0.5544468148668869
