x,unit_mean,unit_sem,top_neuron_mean,top_neuron_sem,bottom_neuron_mean,bottom_neuron_sem,selectivity_score
"(-0.001, 1.0]",0.018823372200131416,0.0003235128355984629,-0.11880296131436202,0.0075451405282551546,0.20068593846577001,0.009077573169390523,0.4408983123951283
"(1.0, 2.0]",0.019626528024673462,0.00028717152850180874,-0.11116851913291446,0.006611905826448927,0.20017125376686742,0.007916504526465295,0.4473359606825261
"(2.0, 4.0]",0.01877634786069393,0.00030657568776111484,-0.11721090247382296,0.007182434957883327,0.16884652588478188,0.008457698846178512,0.4338560009899468
"(4.0, 6.0]",0.018092475831508636,0.0003565569750157406,-0.14696785150431912,0.00836363543792814,0.1661598407229475,0.010264627506050833,0.43225105838673483
"(6.0, 10.0]",0.01782149448990822,0.00031659571714568965,-0.1397386043585457,0.007551102075656894,0.10949156420862662,0.009107849937297845,0.42656592171216495
"(10.0, 15.0]",0.017921119928359985,0.0003888838010089267,-0.16682149182782544,0.009106786144059907,-0.09726516901292562,0.010537325949987611,0.4323927046696501
"(15.0, 40.0]",0.016637690365314484,0.00017208747866477881,-0.22378814385042847,0.004071608777330776,-0.15179153161050885,0.004963691018074582,0.416142968286347
"(40.0, 100.0]",0.01962265744805336,0.0002645557209212635,-0.19994533334791456,0.00604945093593241,-0.038063085213817106,0.0069187900163543165,0.45318491901488206
"(100.0, 250.0]",0.061875659972429276,0.0008659579614156697,0.697621341674022,0.01720662892238039,-0.19038380826493437,0.01288640674555764,0.6692123480562512
"(250.0, 1300.0]",0.08586516976356506,0.0004342717746777834,1.4836024656212619,0.010125609052377874,-0.28368912097963195,0.0077882233769916405,0.7719469248387917
