neuron,mean_zscore,sem_zscore
0,-0.024323527153459725,0.0037276328851429392
1,0.01984098431785164,0.0037914715876294375
2,0.1386971418922577,0.0038841246465017767
3,0.130738715382376,0.0038805645004443496
4,0.21881409725542442,0.003946321046008853
5,0.054585076505402036,0.0037890311580418665
6,0.10607766850115426,0.003938308087102183
7,0.22145757477975256,0.004077675457850111
8,0.18624119629266345,0.004098050282055219
9,0.26300048225572475,0.0043639532383294155
10,0.11811688858581731,0.00394205817703365
11,0.30165825257728845,0.003911869466318617
12,0.09851847479165436,0.003905331964802864
13,0.2944946184986986,0.004018506226650155
14,0.1309587684782786,0.003948905640634155
15,0.2095933623699966,0.0037951092204367635
16,0.01893653347818031,0.0038727529330386985
17,0.2738139255070908,0.004289610252231131
18,0.12896722537137595,0.003971559469914534
19,0.17409236256389227,0.003839614085603964
20,0.20762923546705642,0.004166376204771587
21,0.16034522787533548,0.003876230528074325
22,0.17221856524602872,0.0038230121157355117
23,0.1944614747896699,0.004166370286029574
24,0.04037765549294641,0.0038019436401869173
25,0.11199521055276114,0.0038866941539606797
26,0.21013852355163368,0.003935990993007484
27,0.10889832740186003,0.003941198272536136
28,0.09727671201700865,0.0038245593447404536
29,0.052175175503291434,0.0037566565486562183
30,-0.0009594251660057585,0.0037776979353103344
31,0.23677475296384234,0.004085161362647972
32,0.08432531205077136,0.003935051309134796
33,0.20514558143292377,0.003915560779081964
34,0.18912997478552984,0.004057176746325682
35,0.10523355959656017,0.003915640057965993
36,0.14146452961882044,0.004001549011340125
37,0.2021011464979898,0.004079368724851367
38,0.1646714197690385,0.0039155320177246674
39,0.19000840084159257,0.00404618309400641
40,0.1802695720986141,0.003910962176009321
41,0.24729332788560698,0.004056972421582871
42,0.1938924891703874,0.00403787381845205
43,0.14688343392343728,0.0038770908437743895
44,-0.02044480036071711,0.003665649627984052
45,0.23620484579197062,0.004009705540698039
46,0.14863021029548343,0.003908340897482647
47,0.20950143385686656,0.0039643826268875885
48,0.1706580020118049,0.00390943861036941
49,0.19648161734775238,0.003988262859601076
50,0.08864170993728507,0.003860319719000587
51,0.06079133224294111,0.0037399644703300186
52,0.07139189963412397,0.0038094216841016455
53,-0.035038410549684235,0.003667966347974352
54,0.15680474377974774,0.003943925022934397
55,0.06881104199028183,0.0038088667617723767
56,0.15882947215132975,0.003989470288325422
57,0.1507518265458522,0.0040212796695446055
58,0.15451646029586635,0.003968673270099722
59,0.03357058606694298,0.003739549124423079
60,0.17509797131928917,0.0039870598595475705
61,-0.04603694810628845,0.0036152133379416702
62,0.16919293501018737,0.003958562589484848
63,0.11898123719974145,0.00395422313788048
64,0.24146098476198075,0.00410565940662814
65,0.12595489915443298,0.0039547290071711184
66,0.1642064941279874,0.003799117232764401
67,0.1357787779372923,0.004031749452172365
68,0.17340598237018734,0.0040496939700693894
69,0.11308484840544218,0.0038465843104442195
70,0.18704952097452462,0.0038691361312579776
71,0.1985191876065578,0.0038835071260302804
72,0.14819456473020653,0.004069588272903488
73,0.2734442499672464,0.00413016250865485
74,0.1479667304810852,0.0038308981507301537
75,0.17919516145594885,0.004066588245552115
76,0.11870343638259763,0.0038737659300955734
77,0.05487073907309315,0.0037778789006924227
78,0.0648054077859218,0.00380115057372207
79,0.011860753537659327,0.003694066830098037
80,0.10188914269289893,0.0038991299883982975
81,0.04608673648441289,0.003756450228179661
82,0.13938302521668522,0.003913575782786823
83,0.12353823125155451,0.00381502606654892
84,0.029324417920310056,0.0037176470544828264
85,0.06811807064311737,0.0038326258044438883
86,0.10261025097779047,0.003847613416429873
87,0.03347449495752721,0.0037672615997178457
88,0.054217299865861435,0.003754800088830036
89,-0.013104299105039293,0.0036302159090020472
90,0.06637865557641892,0.0037482020516938037
91,0.14739797248412279,0.004044145943510707
92,-0.046803642872970126,0.0035352585963749064
93,0.0017480199714678035,0.0036971189723661113
94,0.10430332678718376,0.004003514347030699
95,-0.07618474008119916,0.003513970500811423
96,0.022736074415873136,0.0037411471592809723
97,0.08655514805096919,0.0038117192537221144
98,0.05426465429246143,0.0037691072916080336
99,0.052448358139723775,0.0038146156792940177
100,0.1042174736000926,0.0037976013387435127
101,-0.02071462532495035,0.0036820961741170057
102,0.16682888048484704,0.0038029831446345815
103,0.10302369293762496,0.0037827734215194176
104,0.09032071302941655,0.00388919016483718
105,0.060678152099764224,0.0037045544355332866
106,0.10638567693588877,0.003933194953848033
107,-0.0012214724341409343,0.003679713797095899
108,0.0828732397786154,0.003856251285964378
109,0.14178383893552987,0.003884813154151391
110,0.13493098671268108,0.003977229396154408
111,0.05805468944562812,0.00385140803044213
112,0.26792181112374436,0.004106138193166391
113,0.20585885894969813,0.004017937295944733
114,0.054014320502392216,0.003746242357794152
115,0.14766488472576145,0.003926994503815471
116,0.1754863393160076,0.003930265838135885
117,0.1399618665326833,0.0037980875818373005
118,0.30803420952786525,0.004012290198412206
119,0.1608218081220953,0.00410408170821577
120,0.2024988716024633,0.004061357785757484
121,0.14957348598417092,0.004106676359818168
122,0.26344320820536404,0.003991136121733001
123,0.15404189763819431,0.0038930169855143425
124,0.19902004762033526,0.004543261112255904
125,0.4142209482148704,0.004248951714566955
126,0.22467375900581638,0.004024223406097967
127,-0.03156383384148153,0.0036105591738649495
128,0.01760494906940737,0.003732078007044815
129,0.0006844172895828646,0.003693730333779972
130,0.044250273437365546,0.003733529117515569
131,0.007460011629212246,0.0036978397652217133
132,0.20427319216800469,0.0038436865659140676
133,0.07218486925077795,0.003514146739849572
134,0.21041500084865264,0.003998979671063144
135,-0.044311851642296694,0.003491794653664828
136,-0.09288529486039927,0.003405779826307572
137,0.10827103872695008,0.0037293841646194553
138,0.19247831272451232,0.00375661164522627
139,0.15149313068762044,0.0035367296557113174
