x,unit_mean,unit_sem,top_neuron_mean,top_neuron_sem,bottom_neuron_mean,bottom_neuron_sem,selectivity_score
"(-0.001, 1.0]",0.056120552122592926,0.0003845855225587461,0.2820521992858944,0.006858189443726225,-0.15271209861982593,0.00839796428497571,0.5598956903923744
"(1.0, 2.0]",0.05520728975534439,0.00033397870162730163,0.2681374833751102,0.006050154649209793,-0.16877085236529601,0.0071753152619662116,0.5580215978540957
"(2.0, 4.0]",0.053648438304662704,0.00036119259953831123,0.22302498669822501,0.006654900358578904,-0.17941647982899148,0.007737914804804901,0.5496837542315172
"(4.0, 6.0]",0.053501326590776443,0.0004371379084482455,0.18232699417150788,0.008039289548373064,-0.1962970039112441,0.00918525529025759,0.5464388926856047
"(6.0, 10.0]",0.049431778490543365,0.0003943311050798308,0.09206562902209148,0.007711305493224503,-0.14425672155561556,0.008553039528105155,0.5260604775006603
"(10.0, 15.0]",0.04154667258262634,0.0004880379811049708,-0.16396106827365695,0.010545511799394476,0.0980914676267463,0.011497731946175625,0.4800521595216546
"(15.0, 40.0]",0.03901275619864464,0.00023482516283749563,-0.3059853740104226,0.005416174112111911,0.20958798334908402,0.005498905844394272,0.4534920662573644
"(40.0, 100.0]",0.033494558185338974,0.00030338479193024634,-0.5854575904422427,0.007060299271422282,0.24427883060994204,0.007336616101134649,0.4261440646628058
"(100.0, 250.0]",0.03601900860667229,0.0006257745459918677,0.14579556018246467,0.01615868142758796,-0.0492380468348408,0.013020469927304316,0.4442005638065831
"(250.0, 1300.0]",0.03753228485584259,0.00039980133678222356,0.7054109114988611,0.008680447350344097,-0.13423756434849993,0.007536510789660485,0.4523282238496786
