x,unit_mean,unit_sem,top_neuron_mean,top_neuron_sem,bottom_neuron_mean,bottom_neuron_sem,selectivity_score
"(-0.001, 1.0]",0.027600010856986046,0.00023585710052306138,-0.05282501718985536,0.004796037240013449,-0.08206342145449495,0.004706187955338879,0.4699016901101562
"(1.0, 2.0]",0.026953095570206642,0.0001847023261829741,-0.06688790357760582,0.003772919372949223,-0.06788360146622079,0.003794285740140807,0.4663924558820363
"(2.0, 4.0]",0.025376606732606888,0.0001715740917679608,-0.12141188414191768,0.0035176803985448924,-0.06143629382947414,0.00369476638171147,0.45653048986344297
"(4.0, 6.0]",0.02388596348464489,0.00019689414306720565,-0.16383948989988192,0.0039974395362298056,-0.05489963446175389,0.004440388073849195,0.44653420330823934
"(6.0, 10.0]",0.022531770169734955,0.00015526345253866224,-0.22449652585954136,0.0030423445359182796,-0.00804200298327376,0.003725494486362181,0.4321434266999814
"(10.0, 15.0]",0.0221934225410223,0.0002233513878458151,-0.25721125670378914,0.0040276417340344055,0.07487037526714514,0.00556004595034057,0.4319496630405333
"(15.0, 40.0]",0.027344629168510437,0.0002154285503073206,-0.15203694436515575,0.0036739227412289095,0.15108924456760855,0.004862993067947575,0.45846194363156884
"(40.0, 100.0]",0.042882200330495834,0.0004265445095693423,0.08681310338855587,0.006953008285072457,0.26508942183305223,0.00810564365082351,0.5342823491274645
"(100.0, 250.0]",0.07089314609766006,0.0006571184039530631,0.45270884553478813,0.010517745704797986,0.27204835718200915,0.010588071604669453,0.6209800579978946
"(250.0, 1300.0]",0.12668271362781525,0.000388638180717198,1.2450127474960433,0.006396917784432679,-0.11362735695021968,0.00517241454162528,0.7193508910160219
