x,unit_mean,unit_sem,top_neuron_mean,top_neuron_sem,bottom_neuron_mean,bottom_neuron_sem,selectivity_score
"(-0.001, 1.0]",0.1844334900379181,0.0009119413448243562,0.18652084607513345,0.005438268985997326,-0.19508758402075185,0.004486120190195538,0.5586821052836892
"(1.0, 2.0]",0.1761934906244278,0.0007247665755058543,0.1490394392788992,0.004308786444105844,-0.1825653771958875,0.003663024144809773,0.554946389439325
"(2.0, 4.0]",0.15734893083572388,0.0006828152386690868,0.05599170493937475,0.0040229958398142205,-0.16811187089959992,0.0035575316998112862,0.5383169915946278
"(4.0, 6.0]",0.13980072736740112,0.0007727544716223053,-0.022336928346445954,0.004557461599426596,-0.14714385844874706,0.0043075514527320235,0.5222265713080848
"(6.0, 10.0]",0.10211966931819916,0.0005605266938152531,-0.18927923246044434,0.003345976227594937,-0.06314309920464088,0.0037047986354072013,0.4731028311534919
"(10.0, 15.0]",0.05613098293542862,0.0005582743017741732,-0.3638810302499269,0.003822170085118739,0.0748983478888938,0.00559264932793057,0.4012182929263946
"(15.0, 40.0]",0.041030075401067734,0.00037326196395748637,-0.3796305416530583,0.003046719462087893,0.19377247454873492,0.004843721096453809,0.34412916673660365
"(40.0, 100.0]",0.05830877274274826,0.0007169822782738512,-0.19212443165261162,0.005723400419053972,0.35026517535143004,0.007839186077090585,0.3939526189868885
"(100.0, 250.0]",0.09193906933069229,0.0011094106080871136,0.11073253498609299,0.008703667509384687,0.4578422239154025,0.010032064853496569,0.4727991781351883
"(250.0, 1300.0]",0.17579759657382965,0.0007414562605432663,0.7476193889377751,0.005959274624683755,0.4358863019708238,0.005310599766768211,0.5781870202966904
