neuron,mean_zscore,sem_zscore
0,-0.013650807407757998,0.0019114732325974846
1,0.3546896081715876,0.0020879822488986764
2,0.2357668515608321,0.0021532073235874865
3,0.19944016218494284,0.002116987332967565
4,0.21372567935455042,0.002089910755033028
5,0.36488867008310527,0.0020685367781474984
6,0.11874091819936977,0.0020676687256036596
7,0.16034448454242972,0.00208705261599571
8,0.08054832796511893,0.002004923350276388
9,0.17115033316836148,0.0020675176811027905
10,0.1458388095743459,0.00207507531637404
11,0.17870174936230776,0.002052364511488505
12,0.12234428216417925,0.0020647263041262626
13,0.1330264399770237,0.002089029371518139
14,0.2586487115796804,0.002113232026931561
15,0.16000157138364535,0.002148016199155285
16,0.018172504499248173,0.0019317529486644932
17,0.05057818925112366,0.001996158229345294
18,0.195389299546307,0.0020983748623802983
19,0.00896321825053981,0.0019478198797742987
20,0.04020475848793826,0.0018564467303461504
21,0.14481942312906307,0.002049613704839323
22,0.15954686905785595,0.002115855793968464
23,0.11744223621491034,0.0020406063827151633
24,0.08405111847149258,0.0020517361936271887
25,0.19064360149567844,0.0020582302355602114
26,0.025661681451236564,0.0019513292067148873
27,0.10950449461863056,0.002073506743152387
28,0.028411258803748063,0.0019121143332916318
29,0.13281243265931109,0.002006832150023632
30,0.030886667154172317,0.001949733968893698
31,0.10849427685718942,0.002016632268895633
32,0.10122196588106812,0.0020474141475475003
33,0.08113107509830511,0.001994497544388697
34,0.0870243092818338,0.001971937177493296
35,0.09469275163279924,0.0020106812127960996
36,-0.004781527194270709,0.0019325711975005735
37,0.04093716610855465,0.0019987480559766654
38,0.05126994039253843,0.0020161193893773674
39,0.0551441467365964,0.0020174984373188733
40,0.037637946862467686,0.001972667405264012
41,0.03674963363395484,0.0019719070127201047
42,0.03245743735978225,0.0020066119155758596
43,0.06090971389127136,0.0019949115132760417
44,0.056123358670375885,0.001977236440859837
45,0.06493010034657946,0.00203106452977892
46,0.0814799977337845,0.0020064589650230745
47,0.012581132380545559,0.0019523157596812168
48,0.06236898542275677,0.0020213914968940966
49,-0.0048169662955604015,0.0019605942350557778
50,0.07863584958621389,0.002007073168700042
51,0.0022815105332718217,0.0019374714174036768
52,0.08844860321613836,0.002066100725264585
53,-0.0009136830192299531,0.001939358171563809
54,-0.042340068046185925,0.001907801750089161
55,0.029588184043090594,0.001966753384324099
56,0.0282461554942247,0.001992160256646226
57,0.03922943904567797,0.001958000020352587
58,0.2587480141592652,0.0020670104080581235
59,0.024793702905757112,0.0019374465434277208
60,0.01874954964645082,0.0019321299540644835
61,0.02536260641477088,0.0019637225033611373
62,0.05756887165171515,0.0019514607550470975
63,0.05702790989458017,0.0018979186292626424
64,0.25432401408863486,0.0020869748422968778
65,0.09020817981704951,0.001989850680111934
66,0.08977032880992636,0.0019748150845146756
67,0.05025903036396862,0.0019207080860768298
68,0.09909379623632267,0.0020564313327910344
69,0.05991003429192414,0.002008257739966966
70,0.003198736550592799,0.001877320682172981
71,0.023248750228196,0.0019239417221498434
72,-0.009873778089546823,0.00179171136398508
73,0.004548216434889259,0.001935632140243771
74,0.0024623166359160576,0.001834629429540338
75,0.018471061782481254,0.0019487896086530722
76,0.005539120261602514,0.0018968309523414253
77,0.025629035921081206,0.0019519772417748555
78,0.03548619433112762,0.0019542497483426183
79,0.017383772482054284,0.0019485926733294589
80,-0.007990640662795584,0.0019166725890346994
81,-0.029921881754547512,0.0018699434771643855
82,-0.026007399225482307,0.0018918000819467538
83,-0.050956074471798056,0.0018253012109994398
84,-0.03058005106628842,0.0018731230963284914
85,-0.0053708962354510215,0.0019048051529693664
86,-0.06465012941287311,0.0018402141067448427
87,-0.0926375187592747,0.0018144462046177493
88,0.009532520448464862,0.0019226375291130193
89,-0.07401978724893882,0.0018073733905921493
90,-0.003363269230389216,0.0019274283293887855
91,0.009646446297937403,0.0019384169190317007
92,0.029494811005953702,0.001956483734561255
93,0.03149504190920562,0.001962501032383784
94,0.033527340538429706,0.0019518380001028682
95,-0.028998414203762896,0.0019423197078937166
96,0.004230669307034019,0.001915975470430216
97,0.026221976963287666,0.0019422734625733633
98,-0.008462457271320745,0.0019106159526084692
99,0.011055859640058783,0.0019345887225162906
100,0.011555567635784029,0.0019078950962747446
101,0.0030796972099181277,0.0019122980073110149
102,0.04978044929836039,0.0019319672322523369
103,-0.005512842399180156,0.0018753705737316214
104,0.06138287944065649,0.0019855184148842306
105,0.013503317934986419,0.001903666088250093
106,0.060814363976460374,0.0019500789984271659
107,0.04031010891953151,0.0019301121970311406
108,0.059298953300823375,0.0019483011030956613
109,0.008857723034385178,0.0019135716703896108
110,0.038215624057841624,0.001929342824366417
111,0.004129204795933053,0.0018960767833489211
112,0.04633805726069486,0.0019454548909149745
113,0.06024496280934591,0.0019298764144853795
114,0.0031919299673983,0.001872603330301466
115,-0.00701280402408949,0.001912023457671515
116,0.007715533202748299,0.0019278502339310556
117,0.0702933940443749,0.0019665239545320094
118,-0.029525381554528992,0.0018384889438485634
119,0.017774941603761956,0.0019245046563065224
120,-0.040993892056760774,0.0018743694502899354
121,0.028237214550738965,0.0019341303298820993
