x,unit_mean,unit_sem,top_neuron_mean,top_neuron_sem,bottom_neuron_mean,bottom_neuron_sem,selectivity_score
"(-0.001, 1.0]",0.15082593262195587,0.0007950200711676212,0.18652084607513345,0.005438268985997326,-0.19508758402075185,0.004486120190195538,0.55288636557775
"(1.0, 2.0]",0.14387641847133636,0.000628547485398414,0.1490394392788992,0.004308786444105844,-0.1825653771958875,0.003663024144809773,0.5487688509746694
"(2.0, 4.0]",0.12877824902534485,0.0005861257523439307,0.05599170493937475,0.0040229958398142205,-0.16811187089959992,0.0035575316998112862,0.5338057748194671
"(4.0, 6.0]",0.11485698074102402,0.0006630211590210065,-0.022336928346445954,0.004557461599426596,-0.14714385844874706,0.0043075514527320235,0.5178543859020125
"(6.0, 10.0]",0.0844174325466156,0.00047749418767421636,-0.18927923246044434,0.003345976227594937,-0.06314309920464088,0.0037047986354072013,0.47167325359934414
"(10.0, 15.0]",0.04780993238091469,0.00047781221027087746,-0.3638810302499269,0.003822170085118739,0.0748983478888938,0.00559264932793057,0.4048111668079055
"(15.0, 40.0]",0.0356048159301281,0.00032116962581100805,-0.3796305416530583,0.003046719462087893,0.19377247454873492,0.004843721096453809,0.3534823595518139
"(40.0, 100.0]",0.05013130232691765,0.0006131009405404108,-0.19212443165261162,0.005723400419053972,0.35026517535143004,0.007839186077090585,0.40494156319887786
"(100.0, 250.0]",0.07706823945045471,0.0009582922826020028,0.11073253498609299,0.008703667509384687,0.4578422239154025,0.010032064853496569,0.48114879686377776
"(250.0, 1300.0]",0.1457720249891281,0.0006707897873313382,0.7476193889377751,0.005959274624683755,0.4358863019708238,0.005310599766768211,0.5908565061149298
