x,unit_mean,unit_sem,top_neuron_mean,top_neuron_sem,bottom_neuron_mean,bottom_neuron_sem,selectivity_score
"(-0.001, 1.0]",0.029195770621299744,0.0002735162173511826,-0.17756998558684753,0.003952812666890273,-0.1285835820404951,0.0044479413944588575,0.46525766738364166
"(1.0, 2.0]",0.029412582516670227,0.00021891428185303452,-0.1844868313837096,0.0031148340819486917,-0.12742877833804245,0.0035540107515259385,0.46741881503220684
"(2.0, 4.0]",0.028224226087331772,0.00021125797946785357,-0.20463216147174507,0.0029927934271304925,-0.11940843074377591,0.003468877772912985,0.45414654073461774
"(4.0, 6.0]",0.027614368125796318,0.0002478002463753591,-0.22077692167364749,0.0034747716755326482,-0.09868243591491013,0.00418194800366041,0.4513362278246673
"(6.0, 10.0]",0.027472157031297684,0.0002018591661978653,-0.22781282063677152,0.0028239779507365664,-0.07362970276106516,0.003486600327647242,0.4461837894156903
"(10.0, 15.0]",0.02777087688446045,0.00029637359418607383,-0.1998016551927292,0.00419396493070633,-0.014557393529720838,0.005205632064259575,0.4476031264759894
"(15.0, 40.0]",0.03360886499285698,0.00029437454427492865,-0.09809541360907921,0.003990204222809854,0.04740812038532414,0.004539817148393633,0.45956004656651456
"(40.0, 100.0]",0.05100010707974434,0.0006024208002688656,0.2085312646280261,0.007640399978168729,0.11185326871612411,0.007568757291821284,0.5238356231211677
"(100.0, 250.0]",0.08283443003892899,0.0010023170525357054,0.676621786592326,0.011408138820878082,0.27207273655475517,0.010555926529188577,0.5981348392719285
"(250.0, 1300.0]",0.16528935730457306,0.0007303557823466856,1.5302283343138037,0.006698539496146018,0.6161284211030745,0.007062935555770026,0.7140201213590883
